,id,country,country-alpha_3,city,longitude,latitude,cohort,role
685,marta-marin,Spain,ESP,Madrid,-3.7035825,40.4167047,3,participant
686,martenson,Czechia,CZE,,,,2,expert
687,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,2,expert
688,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,2,mentor
689,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,3,expert
690,martinagvilas,Germany,DEU,Frankfurt Am Main,8.6820917,50.1106444,3,participant
691,martlj,United Kingdom,GBR,London,-0.12765,51.5073359,4,mentor
692,martlj,United Kingdom,GBR,London,-0.12765,51.5073359,6,expert
693,marzia-di-filippo,Italy,ITA,Milano,9.1896346,45.4641943,3,participant
694,masako-kaufmann,Germany,DEU,Freiburg,7.8494005,47.9960901,3,participant
695,matouse,United Kingdom,GBR,London,-0.12765,51.5073359,6,expert
696,matuskalas,Norway,NOR,,,,1,participant
697,mblue9,Australia,AUS,,,,2,expert
698,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,2,expert
699,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,2,mentor
700,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,3,expert
701,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,3,mentor
702,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,4,expert
703,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,4,mentor
704,meagdoh,United States,USA,Washington,-77.0365427,38.8950368,5,mentor
705,megan-lisa-stock,,,,,,6,participant
706,megmugure,Kenya,KEN,Nairobi,36.8172449,-1.2832533,1,participant
707,megmugure,Kenya,KEN,Nairobi,36.8172449,-1.2832533,3,expert
708,mehak-chopra,India,IND,Puducherry,79.80694879844232,10.91564885,3,participant
709,melibleq,Brazil,BRA,São Paulo,-46.6333824,-23.5506507,6,expert
710,melibleq,Brazil,BRA,São Paulo,-46.6333824,-23.5506507,6,speaker
711,melibleq,Brazil,BRA,São Paulo,-46.6333824,-23.5506507,7,facilitator
712,melibleq,Brazil,BRA,São Paulo,-46.6333824,-23.5506507,7,mentor
713,merrcury,India,IND,Kurukshetra,76.8482787,29.9693747,4,expert
714,mesfind,Ethiopia,ETH,,,,2,mentor
715,mgawe-cavin,Kenya,KEN,"Nairobi, Kenya",36.8172449,-1.2832533,5,participant
716,mgawe-cavin,Kenya,KEN,"Nairobi, Kenya",36.8172449,-1.2832533,6,facilitator
717,michael-addy,Ghana,GHA,Kumasi,-1.6233086,6.6985605,4,participant
718,michael-addy,Ghana,GHA,Kumasi,-1.6233086,6.6985605,5,mentor
719,michal-javornik,Czechia,CZE,Brno,16.6113382,49.1922443,3,participant
720,michal-ruzicka,Czechia,CZE,Brno,16.6113382,49.1922443,3,participant
721,miguel-silan,France,FRA,Metro Manila / Grenoble,,,7,expert
722,mihaelanemes,United Kingdom,GBR,London,-0.12765,51.5073359,3,participant
723,miketrizna,United States,USA,"Washington, Dc",-77.0365427,38.8950368,7,participant
724,milagros-miceli,Germany,DEU,Berlin,13.3888599,52.5170365,7,mentor
725,mishrose123,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,expert
726,mkuzak,Netherlands,NLD,,,,1,expert
727,mkuzak,Netherlands,NLD,,,,1,mentor
728,mkuzak,Netherlands,NLD,,,,1,speaker
729,mkuzak,Netherlands,NLD,,,,2,expert
730,mkuzak,Netherlands,NLD,,,,2,speaker
731,mlagisz,Australia,AUS,Sydney,151.2082848,-33.8698439,6,participant
732,mloning,United Kingdom,GBR,,,,2,mentor
733,mloning,United Kingdom,GBR,,,,2,participant
734,moengels,,,,,,6,participant
735,mohan-gupta,Nepal,NPL,Kathmandu,85.3205817,27.708317,3,participant
736,morphofun,United States,USA,,,,1,participant
737,mruizvelley,Germany,DEU,,,,1,expert
738,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,3,facilitator
739,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,4,facilitator
740,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,5,expert
741,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,5,facilitator
742,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,5,mentor
743,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,6,expert
744,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,6,facilitator
745,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,6,mentor
746,msundukova,Spain,ESP,Bilbao,-2.9350039,43.2630018,6,participant
747,muhammetcelik,Turkey,TUR,,,,2,participant
748,muhammetcelik,Turkey,TUR,,,,3,participant
749,muhammetcelik,Turkey,TUR,,,,5,mentor
750,mvdbeek,France,FRA,,,,1,expert
751,mxrtinez,Colombia,COL,Bucaramanga,-73.1180151,7.1246909,3,participant
752,mxrtinez,Colombia,COL,Bucaramanga,-73.1180151,7.1246909,4,expert
753,mxrtinez,Colombia,COL,Bucaramanga,-73.1180151,7.1246909,4,mentor
754,mxrtinez,Colombia,COL,Bucaramanga,-73.1180151,7.1246909,5,mentor
755,mxrtinez,Colombia,COL,Bucaramanga,-73.1180151,7.1246909,6,expert
756,mxrtinez,Colombia,COL,Bucaramanga,-73.1180151,7.1246909,6,speaker
757,mxrtinez,Colombia,COL,Bucaramanga,-73.1180151,7.1246909,7,mentor
758,mxrtinez,Colombia,COL,Bucaramanga,-73.1180151,7.1246909,7,participant
759,myreille-larouche,Canada,CAN,,,,2,participant
760,nadia-odaliz-chamana-chura,Peru,PER,Lima,-77.0365256,-12.0621065,5,participant
761,nadinespy,United Kingdom,GBR,Brighton,-0.1400561,50.8214626,4,participant
762,nadinespy,United Kingdom,GBR,Brighton,-0.1400561,50.8214626,6,expert
763,nadinespy,United Kingdom,GBR,Brighton,-0.1400561,50.8214626,6,mentor
764,nahuele,Argentina,ARG,Vicente Lopez,-58.5036282,-34.5244484,7,participant
765,naralb,Brazil,BRA,,,,1,participant
766,natalie-banner,United Kingdom,GBR,London,-0.12765,51.5073359,6,mentor
767,natasha_wood,South Africa,ZAF,Cape Town,18.417396,-33.928992,2,speaker
768,nathanael-kedmayla,Cameroon,CMR,Yaounde,11.5213344,3.8689867,7,participant
769,natty2012,Kenya,KEN,,,,2,participant
770,nea-bridget,United Kingdom,GBR,London,-0.12765,51.5073359,5,participant
771,nehamoopen,Netherlands,NLD,,,,2,participant
772,nelson-franco,Bolivia,,Cochabamba,-66.16756808852,-17.401245799999998,5,participant
773,nerantzis,Greece,GRC,,,,1,expert
774,nerantzis,Greece,GRC,,,,2,expert
775,nick-barlow,United Kingdom,GBR,,,,4,speaker
776,nickynicolson,United Kingdom,GBR,London,-0.12765,51.5073359,6,participant
777,nihansultan,Turkey,TUR,İstanbul,28.9662187,41.0091982,3,participant
778,nihansultan,Turkey,TUR,İstanbul,28.9662187,41.0091982,5,participant
779,nilabha1512,,,,,,6,participant
780,nina-roux,,,,,,6,participant
781,nodiraibrogimova,Uzbekistan,UZB,Tashkent,69.2787079,41.3123363,5,participant
782,nomadscientist,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,expert
783,nomalu,South Africa,ZAF,Pretoria,28.1879101,-25.7459277,6,participant
784,npalopoli,Argentina,ARG,Bernal,-58.2977925,-34.716571,2,expert
785,npalopoli,Argentina,ARG,Bernal,-58.2977925,-34.716571,3,expert
786,npch,,,,,,3,speaker
787,npdebs,Nigeria,NGA,Port Harcourt.,7.0188527,4.7676576,7,participant
788,npscience,United Kingdom,GBR,,,,1,expert
789,npscience,United Kingdom,GBR,,,,1,mentor
790,npscience,United Kingdom,GBR,,,,2,expert
791,npscience,United Kingdom,GBR,,,,2,mentor
792,npscience,United Kingdom,GBR,,,,4,expert
793,nsoranzo,United Kingdom,GBR,,,,1,expert
794,nyasita,Kenya,KEN,Nairobi,36.8172449,-1.2832533,6,participant
795,nyasita,Kenya,KEN,Nairobi,36.8172449,-1.2832533,7,mentor
796,olayile,South Africa,ZAF,Pretoria,28.1879101,-25.7459277,3,participant
797,olsjuju,South Korea,,Seoul,126.9782914,37.5666791,5,participant
798,olsjuju,South Korea,,Seoul,126.9782914,37.5666791,6,mentor
799,orchid00,Australia,AUS,,,,1,expert
800,orchid00,Australia,AUS,,,,2,expert
801,orchid00,Australia,AUS,,,,2,speaker
802,osatashamim,Kenya,KEN,Nairobi,36.8172449,-1.2832533,6,participant
803,paolo-pedaletti,Italy,ITA,Milano,9.1896346,45.4641943,3,participant
804,patriloto,Argentina,ARG,Resistencia - Chaco,-58.9865196,-27.4511235,7,participant
805,paulineligonie,Canada,CAN,,,,2,participant
806,paulowoicho,Nigeria,NGA,,,,2,participant
807,paulvill,France,FRA,,,,2,expert
808,pazbc,Argentina,ARG,,,,5,organizer
809,pazbc,Argentina,ARG,,,,6,organizer
810,pazbc,Argentina,ARG,,,,6,speaker
811,pazbc,Argentina,ARG,,,,7,organizer
812,pazbc,Argentina,ARG,,,,7,speaker
813,peranti,France,FRA,Paris,2.3483915,48.8534951,7,facilitator
814,pescini,Italy,ITA,Milan,9.1896346,45.4641943,3,participant
815,pescini,Italy,ITA,Milan,9.1896346,45.4641943,4,mentor
816,petraag,Cameroon,CMR,Bamenda,10.1516505,5.9614117,7,participant
817,phaarouknucleus,Nigeria,NGA,Kano,8.5364136,11.8948389,7,facilitator
818,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,1,expert
819,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,1,mentor
820,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,1,mentor
821,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,2,expert
822,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,2,mentor
823,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,5,expert
824,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,5,mentor
825,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,6,expert
826,pherterich,United Kingdom,GBR,Edinburgh,-3.1883749,55.9533456,7,mentor
827,piero-beraun,Peru,PER,Lima,-77.0365256,-12.0621065,5,participant
828,pinheirochagas,United States,USA,San Francisco,-122.419906,37.7790262,5,participant
829,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,2,mentor
830,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,expert
831,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,3,mentor
832,pivg,United Kingdom,GBR,Cambridge,0.1186637,52.2055314,6,speaker
833,pol-arranz-gibert,,,,,,6,participant
834,pradeep-eranti,France,FRA,,,,2,participant
835,prakriti-karki,Nepal,NPL,Kathmandu,85.3205817,27.708317,3,participant
836,prashbio,India,IND,Jaipur,75.8189817,26.9154576,3,expert
837,prashbio,India,IND,Jaipur,75.8189817,26.9154576,3,participant
838,prashbio,India,IND,Jaipur,75.8189817,26.9154576,3,mentor
839,princehoodie,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,4,participant
840,proccaserra,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,2,speaker
841,proccaserra,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,3,expert
842,proccaserra,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,5,speaker
843,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,1,expert
844,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,2,expert
845,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,3,expert
846,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,4,expert
847,profgiuseppe,Italy,ITA,Bologna,11.3426327,44.4938203,6,expert
848,pvanheus,South Africa,ZAF,,,,2,participant
849,pvanheus,South Africa,ZAF,,,,6,participant
850,r-huo,Netherlands,NLD,Delft,4.362724538543995,51.999457199999995,6,participant
851,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,1,expert
852,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,2,expert
853,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,2,speaker
854,rainsworth,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,3,expert
855,raoofphysics,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,5,participant
856,raphaels1,United Kingdom,GBR,London,-0.12765,51.5073359,5,expert
857,rgaiacs,Brazil,BRA,,,,2,expert
858,rgaiacs,Brazil,BRA,,,,2,mentor
859,rgaiacs,Brazil,BRA,,,,5,speaker
860,rhoné-roux,,,,,,6,participant
861,richarddushime,Uganda,UGA,Kampala,32.5813539,0.3177137,7,participant
862,rivaquiroga,Chile,CHL,,,,7,mentor
863,robandeep-kaur,India,IND,Jalandhar,75.56805772253911,31.29201065,3,participant
864,robert-schreiber,South Africa,ZAF,Hermanus,19.2361111,-34.4175,5,participant
865,robin-lewando,Ireland,IRL,Drimoleague,-9.2599704,51.6608501,3,participant
866,rodrigocam,Brazil,BRA,,,,1,mentor
867,romullo-lima,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,6,participant
868,rossmounce,United Kingdom,GBR,,,,2,expert
869,rowland-mosbergen,Australia,AUS,,,,3,speaker
870,rowland-mosbergen,Australia,AUS,,,,5,speaker
871,rowland-mosbergen,Australia,AUS,,,,7,mentor
872,rukynas,Portugal,PRT,Porto,-8.6107884,41.1494512,3,participant
873,rushda-patel,India,IND,,,,6,participant
874,sairajdillikar,India,IND,Mysore,76.6553609,12.3051828,5,participant
875,samguay,Canada,CAN,,,,1,participant
876,samguay,Canada,CAN,,,,2,mentor
877,samuelorion,Canada,CAN,,,,2,participant
878,samvanstroud,United Kingdom,GBR,London,-0.12765,51.5073359,2,participant
879,samvanstroud,United Kingdom,GBR,London,-0.12765,51.5073359,3,expert
880,samvanstroud,United Kingdom,GBR,London,-0.12765,51.5073359,4,speaker
881,sandra-larriega,Peru,PER,Ñima,86.6931042,32.537561,5,participant
882,sandrine-kengne,Cameroon,CMR,Yaounde,11.5213344,3.8689867,7,participant
883,santi-rello-varona,Spain,ESP,Madrid,-3.7035825,40.4167047,3,participant
884,santosrac,Brazil,BRA,Piracicaba,-47.6493269,-22.725165,2,expert
885,santosrac,Brazil,BRA,Piracicaba,-47.6493269,-22.725165,5,expert
886,sapetti9,Italy,ITA,Bologna,11.3426327,44.4938203,6,expert
887,sapetti9,Italy,ITA,Bologna,11.3426327,44.4938203,6,speaker
888,sarah-nietopski,United Kingdom,GBR,London,-0.12765,51.5073359,5,participant
889,saranjeetkaur,India,IND,Pune,73.8544541,18.521428,4,participant
890,saranjeetkaur,India,IND,Pune,73.8544541,18.521428,6,participant
891,saranjeetkaur,India,IND,Pune,73.8544541,18.521428,7,mentor
892,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,4,participant
893,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,5,mentor
894,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,6,expert
895,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,6,mentor
896,saravilla,United Kingdom,GBR,London,-0.12765,51.5073359,7,mentor
897,sarenaz,Kazakhstan,KAZ,Astana (Nursultan),71.4306682,51.1282205,5,participant
898,saryace,Chile,CHL,Santiago,-83.7980749,9.8694792,7,participant
899,satagopam7,Luxembourg,LUX,,,,1,expert
900,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,4,participant
901,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,5,mentor
902,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,6,expert
903,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,6,speaker
904,sayalaruano,Netherlands,NLD,Maastricht,5.6969881818221095,50.85798545,7,mentor
905,sdopoku,Ghana,GHA,,,,2,expert
906,sdopoku,Ghana,GHA,,,,2,mentor
907,sdopoku,Ghana,GHA,,,,2,speaker
908,sebastianeggert,Germany,DEU,,,,2,participant
909,selgebali,Sweden,SWE,Gothenburg,11.9670171,57.7072326,4,expert
910,selgebali,Sweden,SWE,Gothenburg,11.9670171,57.7072326,4,speaker
911,selgebali,Sweden,SWE,Gothenburg,11.9670171,57.7072326,5,expert
912,selgebali,Sweden,SWE,Gothenburg,11.9670171,57.7072326,5,mentor
913,selgebali,Sweden,SWE,Gothenburg,11.9670171,57.7072326,6,expert
914,selgebali,Sweden,SWE,Gothenburg,11.9670171,57.7072326,6,mentor
915,serahrono,Estonia,EST,Tallinn,24.7453688,59.4372155,3,expert
916,seunolufemi123,Nigeria,NGA,Ogbomoso,4.25,8.133,7,participant
917,sgibson91,United Kingdom,GBR,London,-0.12765,51.5073359,2,expert
918,sgibson91,United Kingdom,GBR,London,-0.12765,51.5073359,2,mentor
919,sgibson91,United Kingdom,GBR,London,-0.12765,51.5073359,3,expert
920,sgibson91,United Kingdom,GBR,London,-0.12765,51.5073359,3,participant
921,sgibson91,United Kingdom,GBR,London,-0.12765,51.5073359,3,mentor
922,sgsfak,,,,,,3,participant
923,shmuhammad2004,Nigeria,NGA,Kano,8.5364136,11.8948389,3,participant
924,sithyphus,United States,USA,,,,1,participant
925,sivasubramanian-murugappan,Ireland,IRL,Limerick,-8.6301239,52.661252,7,participant
926,sjb287,United States,USA,Urbana,-88.207301,40.1117174,3,participant
927,sk-sahu,India,IND,,,,2,participant
928,sladjana-lukic,United States,USA,New York City,-74.0060152,40.7127281,5,participant
929,slldec,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,5,participant
930,slldec,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,7,facilitator
931,slldec,Argentina,ARG,Buenos Aires,-58.4370894,-34.6075682,7,mentor
932,smhall97,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,6,mentor
933,smhall97,United Kingdom,GBR,Oxford,-1.2578499,51.7520131,7,participant
934,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,2,participant
935,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,3,expert
936,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,3,mentor
937,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,4,expert
938,smklusza,United States,USA,Morrow,-82.7771661,40.4574358,5,mentor
939,sofia-kirke-forslund,Germany,DEU,Berlin,13.3888599,52.5170365,2,expert
940,sonibk,Kenya,KEN,,,,2,participant
941,spitschan,Germany,DEU,Munich,11.5753822,48.1371079,3,participant
942,spitschan,Germany,DEU,Munich,11.5753822,48.1371079,7,participant
943,stefan-gaillard,Netherlands,NLD,,,,2,participant
944,stefaniebutland,Canada,CAN,Kamloops,-120.339415,50.6758269,3,expert
945,stefaniebutland,Canada,CAN,Kamloops,-120.339415,50.6758269,5,expert
946,sudarshangc,Nepal,NPL,,,,1,participant
947,susana465,United Kingdom,GBR,,,,6,participant
948,tai-rocha,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,2,participant
949,tai-rocha,Brazil,BRA,Rio De Janeiro,-43.2093727,-22.9110137,3,expert
950,tallmar,,,,,,6,expert
951,teresa-cisneros,United Kingdom,GBR,London,-0.12765,51.5073359,5,expert
952,teresa-m,Germany,DEU,Freiburg,7.8494005,47.9960901,3,participant
953,thatspacegirl,India,IND,Bengaluru,77.590082,12.9767936,4,participant
954,thatspacegirl,India,IND,Bengaluru,77.590082,12.9767936,5,participant
955,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,1,speaker
956,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,2,expert
957,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,2,speaker
958,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,3,expert
959,thessaly,United Kingdom,GBR,Bristol,-2.5972985,51.4538022,4,expert
960,tklingstrom,Sweden,SWE,,,,2,expert
961,tlaguna,Spain,ESP,Madrid,-3.7035825,40.4167047,2,participant
962,tlaguna,Spain,ESP,Madrid,-3.7035825,40.4167047,3,mentor
963,tnabtaf,United States,USA,,,,2,expert
964,tnabtaf,United States,USA,,,,2,mentor
965,tnabtaf,United States,USA,,,,4,expert
966,tnabtaf,United States,USA,,,,4,mentor
967,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,1,mentor
968,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,2,expert
969,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,expert
970,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
971,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
972,tobyhodges,Germany,DEU,Heidelberg,8.694724,49.4093582,6,expert
973,trallard,United Kingdom,GBR,Manchester,-2.2451148,53.4794892,2,speaker
974,tsonika,Australia,AUS,Melbourne,144.9631608,-37.8142176,2,expert
975,tsonika,Australia,AUS,Melbourne,144.9631608,-37.8142176,2,mentor
976,tsonika,Australia,AUS,Melbourne,144.9631608,-37.8142176,3,expert
977,tsonika,Australia,AUS,Melbourne,144.9631608,-37.8142176,3,mentor
978,ujwal-shrestha,Nepal,NPL,Kathmandu,85.3205817,27.708317,3,participant
979,umar-farouk-ahmad,,,,,,6,participant
980,umutpajaro,Colombia,COL,Cartagena,-0.9841152,37.6019353,7,participant
981,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,expert
982,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,mentor
983,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,1,participant
984,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,2,expert
985,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,2,mentor
986,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,2,speaker
987,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,expert
988,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
989,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,mentor
990,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,3,speaker
991,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,4,expert
992,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,4,mentor
993,unode,Germany,DEU,Heidelberg,8.694724,49.4093582,5,mentor
994,usmood,,,,,,6,participant
995,valerie-parent,Canada,CAN,,,,2,participant
996,varlottaang,Italy,ITA,Rionero In Vulture,15.6694407,40.9261881,7,participant
997,vborghe,Canada,CAN,Montréal,-73.5698065,45.5031824,5,participant
998,vcheplygina,Netherlands,NLD,,,,2,expert
999,veroxgithub,Argentina,ARG,Avellaneda,-58.3628061,-34.6648394,5,participant
1000,vhellon,United Kingdom,GBR,London,-0.12765,51.5073359,5,participant
1001,vickygisel,Argentina,ARG,Oro Verde,-64.29891743033643,-31.132197599999998,5,participant
1002,vickynembaware,South Africa,ZAF,,,,1,expert
1003,vickynembaware,South Africa,ZAF,,,,1,mentor
1004,vickynembaware,South Africa,ZAF,,,,2,expert
1005,wasifarahman,Bangladesh,BGD,,,,2,participant
1006,wykhuh,United States,USA,Los Angeles,-118.242766,34.0536909,4,participant
1007,yanick-diapa-nana,Cameroon,CMR,Yaoundé,11.5213344,3.8689867,7,participant
1008,yochannah,United Kingdom,GBR,,,,1,organizer
1009,yochannah,United Kingdom,GBR,,,,1,mentor
1010,yochannah,United Kingdom,GBR,,,,1,speaker
1011,yochannah,United Kingdom,GBR,,,,1,speaker
1012,yochannah,United Kingdom,GBR,,,,2,expert
1013,yochannah,United Kingdom,GBR,,,,2,organizer
1014,yochannah,United Kingdom,GBR,,,,2,mentor
1015,yochannah,United Kingdom,GBR,,,,2,mentor
1016,yochannah,United Kingdom,GBR,,,,2,speaker
1017,yochannah,United Kingdom,GBR,,,,3,expert
1018,yochannah,United Kingdom,GBR,,,,3,organizer
1019,yochannah,United Kingdom,GBR,,,,3,mentor
1020,yochannah,United Kingdom,GBR,,,,3,mentor
1021,yochannah,United Kingdom,GBR,,,,3,mentor
1022,yochannah,United Kingdom,GBR,,,,3,speaker
1023,yochannah,United Kingdom,GBR,,,,3,speaker
1024,yochannah,United Kingdom,GBR,,,,3,speaker
1025,yochannah,United Kingdom,GBR,,,,4,organizer
1026,yochannah,United Kingdom,GBR,,,,4,mentor
1027,yochannah,United Kingdom,GBR,,,,4,speaker
1028,yochannah,United Kingdom,GBR,,,,4,speaker
1029,yochannah,United Kingdom,GBR,,,,5,organizer
1030,yochannah,United Kingdom,GBR,,,,5,mentor
1031,yochannah,United Kingdom,GBR,,,,5,mentor
1032,yochannah,United Kingdom,GBR,,,,5,speaker
1033,yochannah,United Kingdom,GBR,,,,6,organizer
1034,yochannah,United Kingdom,GBR,,,,6,mentor
1035,yochannah,United Kingdom,GBR,,,,6,speaker
1036,yochannah,United Kingdom,GBR,,,,6,speaker
1037,yochannah,United Kingdom,GBR,,,,6,speaker
1038,yochannah,United Kingdom,GBR,,,,6,speaker
1039,yochannah,United Kingdom,GBR,,,,7,organizer
1040,yochannah,United Kingdom,GBR,,,,7,mentor
1041,yochannah,United Kingdom,GBR,,,,7,mentor
1042,yochannah,United Kingdom,GBR,,,,7,speaker
1043,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,expert
1044,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,mentor
1045,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,2,mentor
1046,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,3,expert
1047,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,3,mentor
1048,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,4,mentor
1049,yvanlebras,France,FRA,Concarneau,-3.9223889,47.8757017,4,speaker
1050,zdunseth,United States,USA,Providence,-71.4128343,41.8239891,5,participant
1051,zebetus,United Kingdom,GBR,,,,1,mentor
1052,zebetus,United Kingdom,GBR,,,,2,expert
1053,zenita-milla-luthfiya,Indonesia,IDN,Solo,110.828448,-7.5692489,3,participant
